comp0_c0_seq1	ofav0
comp43616_c0_seq1	ofav43616
comp43618_c0_seq1	ofav43618
comp43619_c0_seq1	ofav43619
comp43621_c0_seq1	ofav43621
comp43621_c0_seq2	ofav43621
comp43621_c0_seq3	ofav43621
comp43621_c0_seq4	ofav43621
comp43621_c0_seq5	ofav43621
comp43621_c0_seq6	ofav43621
comp43621_c0_seq7	ofav43621
comp43621_c0_seq8	ofav43621
comp43621_c0_seq9	ofav43621
comp43622_c0_seq1	ofav43622
comp43622_c0_seq2	ofav43622
comp43630_c0_seq1	ofav43630
comp43630_c0_seq2	ofav43630
comp43633_c0_seq1	ofav43633
comp43635_c0_seq1	ofav43635
comp43639_c0_seq2	ofav43639
comp43641_c0_seq1	ofav43641
comp43641_c0_seq2	ofav43641
comp43641_c0_seq4	ofav43641
comp43643_c0_seq1	ofav43643
comp43644_c0_seq1	ofav43644
comp43645_c0_seq1	ofav43645
comp43646_c0_seq1	ofav43646
comp43648_c0_seq1	ofav43648
comp43650_c0_seq1	ofav43650
comp43650_c0_seq3	ofav43650
comp43650_c0_seq5	ofav43650
comp43657_c0_seq1	ofav43657
comp43657_c0_seq2	ofav43657
comp43659_c0_seq1	ofav43659
comp43659_c0_seq2	ofav43659
comp43659_c0_seq3	ofav43659
comp43660_c0_seq1	ofav43660
comp43664_c0_seq1	ofav43664
comp43669_c0_seq1	ofav43669
comp43670_c0_seq1	ofav43670
comp43671_c0_seq1	ofav43671
comp43672_c0_seq1	ofav43672
comp43674_c0_seq1	ofav43674
comp43674_c0_seq2	ofav43674
comp43674_c0_seq3	ofav43674
comp43676_c0_seq1	ofav43676
comp43678_c0_seq1	ofav43678
comp43679_c0_seq1	ofav43679
comp43679_c0_seq2	ofav43679
comp43681_c0_seq1	ofav43681
comp43686_c0_seq1	ofav43686
comp43688_c0_seq1	ofav43688
comp43688_c0_seq5	ofav43688
comp43690_c0_seq1	ofav43690
comp43690_c0_seq2	ofav43690
comp43690_c0_seq4	ofav43690
comp43691_c0_seq1	ofav43691
comp43691_c0_seq3	ofav43691
comp43691_c0_seq4	ofav43691
comp43691_c0_seq5	ofav43691
comp43692_c0_seq1	ofav43692
comp43692_c0_seq2	ofav43692
comp43693_c0_seq1	ofav43693
comp43695_c0_seq1	ofav43695
comp43695_c0_seq2	ofav43695
comp43695_c0_seq3	ofav43695
comp43696_c0_seq1	ofav43696
comp43696_c0_seq2	ofav43696
comp43696_c0_seq3	ofav43696
comp43699_c0_seq1	ofav43699
comp43700_c0_seq1	ofav43700
comp43700_c0_seq2	ofav43700
comp43701_c0_seq1	ofav43701
comp43705_c0_seq1	ofav43705
comp43706_c0_seq1	ofav43706
comp43708_c0_seq1	ofav43708
comp43709_c0_seq3	ofav43709
comp43710_c0_seq1	ofav43710
comp43711_c0_seq1	ofav43711
comp43712_c0_seq1	ofav43712
comp43713_c0_seq1	ofav43713
comp43714_c0_seq1	ofav43714
comp43717_c0_seq1	ofav43717
comp43718_c0_seq1	ofav43718
comp43719_c0_seq1	ofav43719
comp43721_c0_seq1	ofav43721
comp43723_c0_seq1	ofav43723
comp43724_c0_seq1	ofav43724
comp43725_c0_seq1	ofav43725
comp43732_c0_seq1	ofav43732
comp43733_c0_seq1	ofav43733
comp43734_c0_seq1	ofav43734
comp43735_c0_seq1	ofav43735
comp43737_c0_seq1	ofav43737
comp43738_c0_seq1	ofav43738
comp43739_c0_seq1	ofav43739
comp43740_c0_seq1	ofav43740
comp43740_c0_seq2	ofav43740
comp43741_c0_seq1	ofav43741
comp43742_c0_seq1	ofav43742
comp43742_c0_seq2	ofav43742
comp43743_c0_seq1	ofav43743
comp43744_c0_seq1	ofav43744
comp43746_c0_seq1	ofav43746
comp43746_c0_seq2	ofav43746
comp43750_c0_seq1	ofav43750
comp43753_c0_seq1	ofav43753
comp43754_c0_seq1	ofav43754
comp43755_c0_seq1	ofav43755
comp43757_c0_seq1	ofav43757
comp43757_c0_seq2	ofav43757
comp43760_c0_seq1	ofav43760
comp43761_c0_seq1	ofav43761
comp43762_c0_seq1	ofav43762
comp43763_c0_seq1	ofav43763
comp43763_c0_seq2	ofav43763
comp43765_c0_seq1	ofav43765
comp43769_c0_seq1	ofav43769
comp43769_c0_seq3	ofav43769
comp43771_c0_seq1	ofav43771
comp43775_c0_seq3	ofav43775
comp43781_c0_seq1	ofav43781
comp43782_c0_seq1	ofav43782
comp43783_c0_seq1	ofav43783
comp43785_c0_seq1	ofav43785
comp43787_c0_seq1	ofav43787
comp43788_c0_seq1	ofav43788
comp43789_c0_seq2	ofav43789
comp43789_c0_seq3	ofav43789
comp43790_c0_seq1	ofav43790
comp43792_c0_seq1	ofav43792
comp43794_c0_seq1	ofav43794
comp43794_c0_seq2	ofav43794
comp43795_c0_seq1	ofav43795
comp43797_c0_seq1	ofav43797
comp43802_c0_seq1	ofav43802
comp43803_c0_seq1	ofav43803
comp43803_c0_seq2	ofav43803
comp43803_c0_seq3	ofav43803
comp43804_c0_seq1	ofav43804
comp43805_c0_seq1	ofav43805
comp43808_c0_seq1	ofav43808
comp43810_c0_seq1	ofav43810
comp43811_c0_seq1	ofav43811
comp43812_c0_seq1	ofav43812
comp43814_c0_seq1	ofav43814
comp43814_c0_seq2	ofav43814
comp43815_c0_seq1	ofav43815
comp43816_c0_seq1	ofav43816
comp43817_c0_seq1	ofav43817
comp43818_c0_seq1	ofav43818
comp43821_c0_seq1	ofav43821
comp43821_c0_seq2	ofav43821
comp43822_c0_seq1	ofav43822
comp43824_c0_seq1	ofav43824
comp43824_c0_seq2	ofav43824
comp43824_c0_seq3	ofav43824
comp43824_c0_seq4	ofav43824
comp43825_c0_seq1	ofav43825
comp43826_c0_seq1	ofav43826
comp43827_c0_seq1	ofav43827
comp43827_c0_seq2	ofav43827
comp43828_c0_seq1	ofav43828
comp43831_c0_seq1	ofav43831
comp43831_c0_seq2	ofav43831
comp43831_c0_seq3	ofav43831
comp43832_c0_seq1	ofav43832
comp43833_c0_seq1	ofav43833
comp43833_c0_seq2	ofav43833
comp43835_c0_seq1	ofav43835
comp43839_c0_seq1	ofav43839
comp43840_c0_seq1	ofav43840
comp43840_c0_seq2	ofav43840
comp43841_c0_seq1	ofav43841
comp43843_c0_seq1	ofav43843
comp43845_c0_seq1	ofav43845
comp43849_c0_seq1	ofav43849
comp43850_c0_seq1	ofav43850
comp43851_c0_seq1	ofav43851
comp43854_c0_seq1	ofav43854
comp43854_c0_seq2	ofav43854
comp43855_c0_seq1	ofav43855
comp43856_c0_seq1	ofav43856
comp43857_c0_seq1	ofav43857
comp43857_c0_seq2	ofav43857
comp43858_c0_seq1	ofav43858
comp43858_c0_seq2	ofav43858
comp43858_c0_seq3	ofav43858
comp43858_c0_seq4	ofav43858
comp43858_c0_seq5	ofav43858
comp43858_c0_seq6	ofav43858
comp43858_c0_seq7	ofav43858
comp43858_c0_seq8	ofav43858
comp43858_c0_seq9	ofav43858
comp43858_c0_seq10	ofav43858
comp43858_c0_seq11	ofav43858
comp43858_c0_seq12	ofav43858
comp43858_c0_seq13	ofav43858
comp43860_c0_seq1	ofav43860
comp43861_c0_seq1	ofav43861
comp43861_c0_seq2	ofav43861
comp43862_c0_seq1	ofav43862
comp43862_c0_seq2	ofav43862
comp43863_c0_seq1	ofav43863
comp43864_c0_seq1	ofav43864
comp43869_c0_seq1	ofav43869
comp43870_c0_seq1	ofav43870
comp43871_c0_seq1	ofav43871
comp43871_c0_seq2	ofav43871
comp43875_c0_seq1	ofav43875
comp43876_c0_seq1	ofav43876
comp43879_c0_seq1	ofav43879
comp43879_c0_seq3	ofav43879
comp43881_c0_seq1	ofav43881
comp43881_c0_seq2	ofav43881
comp43884_c0_seq1	ofav43884
comp43884_c0_seq2	ofav43884
comp43886_c0_seq1	ofav43886
comp43887_c0_seq1	ofav43887
comp43888_c0_seq1	ofav43888
comp43889_c0_seq1	ofav43889
comp43891_c0_seq1	ofav43891
comp43892_c0_seq1	ofav43892
comp43893_c0_seq1	ofav43893
comp43895_c0_seq1	ofav43895
comp43895_c0_seq2	ofav43895
comp43897_c0_seq1	ofav43897
comp43897_c0_seq2	ofav43897
comp43898_c0_seq1	ofav43898
comp43900_c0_seq1	ofav43900
comp43901_c0_seq1	ofav43901
comp43903_c0_seq1	ofav43903
comp43904_c0_seq1	ofav43904
comp43905_c0_seq1	ofav43905
comp43905_c0_seq2	ofav43905
comp43907_c0_seq1	ofav43907
comp43911_c0_seq2	ofav43911
comp43914_c0_seq1	ofav43914
comp43915_c0_seq1	ofav43915
comp43915_c0_seq2	ofav43915
comp43918_c0_seq1	ofav43918
comp43919_c0_seq1	ofav43919
comp43920_c0_seq1	ofav43920
comp43922_c0_seq1	ofav43922
comp43922_c0_seq2	ofav43922
comp43923_c0_seq1	ofav43923
comp43926_c0_seq1	ofav43926
comp43926_c0_seq2	ofav43926
comp43932_c0_seq1	ofav43932
comp43933_c0_seq1	ofav43933
comp43934_c0_seq1	ofav43934
comp43934_c0_seq2	ofav43934
comp43934_c0_seq3	ofav43934
comp43934_c0_seq4	ofav43934
comp43935_c0_seq1	ofav43935
comp43936_c0_seq1	ofav43936
comp43936_c0_seq2	ofav43936
comp43936_c0_seq10	ofav43936
comp43937_c0_seq1	ofav43937
comp43938_c0_seq1	ofav43938
comp43939_c0_seq1	ofav43939
comp43940_c0_seq1	ofav43940
comp43941_c0_seq1	ofav43941
comp43942_c0_seq1	ofav43942
comp43944_c0_seq1	ofav43944
comp43945_c0_seq1	ofav43945
comp43946_c0_seq1	ofav43946
comp43947_c0_seq1	ofav43947
comp43950_c0_seq1	ofav43950
comp43951_c0_seq1	ofav43951
comp43954_c0_seq1	ofav43954
comp43955_c0_seq1	ofav43955
comp43960_c0_seq1	ofav43960
comp43960_c0_seq2	ofav43960
comp43960_c0_seq3	ofav43960
comp43961_c0_seq2	ofav43961
comp43962_c0_seq1	ofav43962
comp43962_c0_seq2	ofav43962
comp43963_c0_seq1	ofav43963
comp43964_c0_seq1	ofav43964
comp43965_c0_seq1	ofav43965
comp43967_c0_seq1	ofav43967
comp43967_c0_seq2	ofav43967
comp43967_c0_seq3	ofav43967
comp43967_c0_seq4	ofav43967
comp43967_c0_seq5	ofav43967
comp43967_c0_seq6	ofav43967
comp43967_c0_seq7	ofav43967
comp43967_c0_seq8	ofav43967
comp43968_c0_seq1	ofav43968
comp43968_c0_seq2	ofav43968
comp43968_c0_seq3	ofav43968
comp43968_c0_seq4	ofav43968
comp43969_c0_seq1	ofav43969
comp43971_c0_seq1	ofav43971
comp43971_c0_seq2	ofav43971
comp43973_c0_seq1	ofav43973
comp43977_c0_seq1	ofav43977
comp43977_c0_seq2	ofav43977
comp43977_c0_seq3	ofav43977
comp43978_c0_seq1	ofav43978
comp43980_c0_seq1	ofav43980
comp43983_c0_seq1	ofav43983
comp43983_c0_seq2	ofav43983
comp43983_c0_seq3	ofav43983
comp43986_c0_seq1	ofav43986
comp43989_c0_seq1	ofav43989
comp43991_c0_seq1	ofav43991
comp43992_c0_seq1	ofav43992
comp43992_c0_seq2	ofav43992
comp43995_c0_seq1	ofav43995
comp43995_c0_seq2	ofav43995
comp43996_c0_seq1	ofav43996
comp43997_c0_seq1	ofav43997
comp43998_c0_seq2	ofav43998
comp44000_c0_seq1	ofav44000
comp44001_c0_seq1	ofav44001
comp44003_c0_seq1	ofav44003
comp44006_c0_seq1	ofav44006
comp44007_c0_seq1	ofav44007
comp44011_c0_seq1	ofav44011
comp44014_c0_seq1	ofav44014
comp44014_c0_seq2	ofav44014
comp44017_c0_seq1	ofav44017
comp44017_c0_seq2	ofav44017
comp44017_c0_seq3	ofav44017
comp44017_c0_seq4	ofav44017
comp44018_c0_seq1	ofav44018
comp44018_c0_seq2	ofav44018
comp44020_c0_seq1	ofav44020
comp44025_c0_seq1	ofav44025
comp44026_c0_seq1	ofav44026
comp44027_c0_seq2	ofav44027
comp44027_c0_seq3	ofav44027
comp44027_c0_seq4	ofav44027
comp44027_c0_seq5	ofav44027
comp44028_c0_seq1	ofav44028
comp44028_c0_seq2	ofav44028
comp44028_c0_seq3	ofav44028
comp44028_c0_seq4	ofav44028
comp44029_c0_seq1	ofav44029
comp44029_c0_seq2	ofav44029
comp44030_c0_seq1	ofav44030
comp44033_c0_seq1	ofav44033
comp44038_c0_seq1	ofav44038
comp44039_c0_seq2	ofav44039
comp44039_c0_seq3	ofav44039
comp44041_c0_seq2	ofav44041
comp44041_c0_seq3	ofav44041
comp44045_c0_seq1	ofav44045
comp44046_c0_seq1	ofav44046
comp44047_c0_seq1	ofav44047
comp44048_c0_seq1	ofav44048
comp44048_c0_seq2	ofav44048
comp44050_c0_seq1	ofav44050
comp44051_c0_seq1	ofav44051
comp44051_c0_seq2	ofav44051
comp44054_c0_seq1	ofav44054
comp44055_c0_seq1	ofav44055
comp44055_c0_seq2	ofav44055
comp44056_c0_seq1	ofav44056
comp44058_c0_seq2	ofav44058
comp44058_c0_seq4	ofav44058
comp44059_c0_seq1	ofav44059
comp44062_c0_seq1	ofav44062
comp44062_c0_seq2	ofav44062
comp44063_c0_seq2	ofav44063
comp44064_c0_seq1	ofav44064
comp44066_c0_seq1	ofav44066
comp44067_c0_seq1	ofav44067
comp44072_c0_seq1	ofav44072
comp44075_c0_seq1	ofav44075
comp44075_c0_seq2	ofav44075
comp44078_c0_seq1	ofav44078
comp44079_c0_seq1	ofav44079
comp44080_c0_seq1	ofav44080
comp44082_c0_seq1	ofav44082
comp44082_c0_seq2	ofav44082
comp44084_c0_seq1	ofav44084
comp44084_c0_seq2	ofav44084
comp44087_c0_seq1	ofav44087
comp44088_c0_seq1	ofav44088
comp44091_c0_seq1	ofav44091
comp44092_c0_seq1	ofav44092
comp44095_c0_seq1	ofav44095
comp44096_c0_seq1	ofav44096
comp44097_c0_seq1	ofav44097
comp44099_c0_seq1	ofav44099
comp44100_c0_seq1	ofav44100
comp44101_c0_seq2	ofav44101
comp44103_c0_seq1	ofav44103
comp44104_c0_seq1	ofav44104
comp44106_c0_seq1	ofav44106
comp44106_c0_seq2	ofav44106
comp44109_c0_seq1	ofav44109
comp44109_c0_seq2	ofav44109
comp44112_c0_seq1	ofav44112
comp44112_c0_seq2	ofav44112
comp44112_c0_seq3	ofav44112
comp44112_c0_seq4	ofav44112
comp44113_c0_seq1	ofav44113
comp44114_c0_seq1	ofav44114
comp44115_c0_seq1	ofav44115
comp44116_c0_seq1	ofav44116
comp44117_c0_seq1	ofav44117
comp44118_c0_seq1	ofav44118
comp44118_c0_seq2	ofav44118
comp44121_c0_seq1	ofav44121
comp44128_c0_seq1	ofav44128
comp44130_c0_seq1	ofav44130
comp44134_c0_seq1	ofav44134
comp44136_c0_seq1	ofav44136
comp44138_c0_seq1	ofav44138
comp44141_c0_seq1	ofav44141
comp44141_c0_seq3	ofav44141
comp44142_c0_seq1	ofav44142
comp44144_c0_seq2	ofav44144
comp44145_c0_seq3	ofav44145
comp44146_c0_seq1	ofav44146
comp44147_c0_seq1	ofav44147
comp44148_c0_seq1	ofav44148
comp44149_c0_seq1	ofav44149
comp44151_c0_seq1	ofav44151
comp44152_c0_seq1	ofav44152
comp44154_c0_seq1	ofav44154
comp44156_c0_seq1	ofav44156
comp44163_c0_seq1	ofav44163
comp44165_c0_seq1	ofav44165
comp44165_c0_seq2	ofav44165
comp44166_c0_seq2	ofav44166
comp44169_c0_seq2	ofav44169
comp44169_c0_seq3	ofav44169
comp44170_c0_seq1	ofav44170
comp44171_c0_seq2	ofav44171
comp44174_c0_seq1	ofav44174
comp44175_c0_seq1	ofav44175
comp44175_c0_seq2	ofav44175
comp44176_c0_seq1	ofav44176
comp44179_c0_seq1	ofav44179
comp44180_c0_seq1	ofav44180
comp44182_c0_seq1	ofav44182
comp44184_c0_seq1	ofav44184
comp44184_c0_seq2	ofav44184
comp44184_c0_seq3	ofav44184
comp44185_c0_seq1	ofav44185
comp44187_c0_seq1	ofav44187
comp44188_c0_seq1	ofav44188
comp44188_c0_seq2	ofav44188
comp44188_c0_seq3	ofav44188
comp44188_c0_seq4	ofav44188
comp44190_c0_seq1	ofav44190
comp44191_c0_seq1	ofav44191
comp44191_c0_seq2	ofav44191
comp44192_c0_seq1	ofav44192
comp44193_c0_seq2	ofav44193
comp44193_c0_seq3	ofav44193
comp44197_c0_seq1	ofav44197
comp44200_c0_seq3	ofav44200
comp44201_c0_seq1	ofav44201
comp44203_c0_seq1	ofav44203
comp44203_c0_seq2	ofav44203
comp44203_c0_seq3	ofav44203
comp44204_c0_seq1	ofav44204
comp44204_c0_seq2	ofav44204
comp44205_c0_seq1	ofav44205
comp44205_c0_seq2	ofav44205
comp44206_c0_seq1	ofav44206
comp44207_c0_seq1	ofav44207
comp44208_c0_seq2	ofav44208
comp44208_c0_seq3	ofav44208
comp44209_c0_seq1	ofav44209
comp44210_c0_seq1	ofav44210
comp44210_c0_seq2	ofav44210
comp44211_c0_seq1	ofav44211
comp44214_c0_seq1	ofav44214
comp44217_c0_seq1	ofav44217
comp44218_c0_seq1	ofav44218
comp44222_c0_seq1	ofav44222
comp44224_c0_seq1	ofav44224
comp44226_c0_seq1	ofav44226
comp44229_c0_seq1	ofav44229
comp44230_c0_seq1	ofav44230
comp44230_c0_seq2	ofav44230
comp44231_c0_seq1	ofav44231
comp44235_c0_seq1	ofav44235
comp44238_c0_seq1	ofav44238
comp44239_c0_seq1	ofav44239
comp44240_c0_seq1	ofav44240
comp44244_c0_seq1	ofav44244
comp44245_c0_seq1	ofav44245
comp44246_c0_seq1	ofav44246
comp44248_c0_seq1	ofav44248
comp44248_c0_seq2	ofav44248
comp44251_c0_seq1	ofav44251
comp44253_c0_seq1	ofav44253
comp44253_c0_seq2	ofav44253
comp44254_c0_seq1	ofav44254
comp44255_c0_seq1	ofav44255
comp44258_c0_seq1	ofav44258
comp44258_c0_seq2	ofav44258
comp44259_c0_seq2	ofav44259
comp44262_c0_seq1	ofav44262
comp44263_c0_seq1	ofav44263
comp44265_c0_seq1	ofav44265
comp44265_c0_seq2	ofav44265
comp44265_c0_seq3	ofav44265
comp44269_c0_seq1	ofav44269
comp44270_c0_seq1	ofav44270
comp44271_c0_seq1	ofav44271
comp44273_c0_seq1	ofav44273
comp44275_c0_seq1	ofav44275
comp44275_c0_seq2	ofav44275
comp44279_c0_seq1	ofav44279
comp44280_c0_seq1	ofav44280
comp44281_c0_seq1	ofav44281
comp44283_c0_seq1	ofav44283
comp44284_c1_seq1	ofav44284
comp44284_c1_seq2	ofav44284
comp44288_c0_seq1	ofav44288
comp44288_c0_seq2	ofav44288
comp44288_c0_seq3	ofav44288
comp44291_c0_seq1	ofav44291
comp44291_c0_seq2	ofav44291
comp44292_c0_seq1	ofav44292
comp44292_c0_seq2	ofav44292
comp44292_c0_seq3	ofav44292
comp44292_c0_seq4	ofav44292
comp44293_c0_seq1	ofav44293
comp44294_c0_seq1	ofav44294
comp44294_c0_seq2	ofav44294
comp44296_c0_seq1	ofav44296
comp44296_c0_seq2	ofav44296
comp44300_c0_seq1	ofav44300
comp44302_c0_seq1	ofav44302
comp44304_c0_seq1	ofav44304
comp44306_c1_seq1	ofav44306
comp44309_c0_seq1	ofav44309
comp44310_c0_seq1	ofav44310
comp44312_c0_seq1	ofav44312
comp44313_c0_seq1	ofav44313
comp44321_c0_seq1	ofav44321
comp44323_c0_seq1	ofav44323
comp44325_c0_seq2	ofav44325
comp44325_c0_seq3	ofav44325
comp44326_c0_seq1	ofav44326
comp44327_c0_seq1	ofav44327
comp44327_c0_seq2	ofav44327
comp44329_c0_seq1	ofav44329
comp44330_c0_seq1	ofav44330
comp44331_c0_seq1	ofav44331
comp44332_c0_seq1	ofav44332
comp44332_c0_seq2	ofav44332
comp44332_c0_seq3	ofav44332
comp44332_c0_seq4	ofav44332
comp44334_c0_seq1	ofav44334
comp44334_c0_seq2	ofav44334
comp44335_c0_seq1	ofav44335
comp44336_c0_seq1	ofav44336
comp44336_c0_seq2	ofav44336
comp44337_c0_seq1	ofav44337
comp44342_c0_seq1	ofav44342
comp44344_c0_seq1	ofav44344
comp44345_c0_seq1	ofav44345
comp44346_c0_seq1	ofav44346
comp44349_c0_seq1	ofav44349
comp44350_c0_seq1	ofav44350
comp44353_c0_seq1	ofav44353
comp44358_c0_seq1	ofav44358
comp44361_c0_seq1	ofav44361
comp44362_c0_seq1	ofav44362
comp44363_c0_seq1	ofav44363
comp44367_c0_seq1	ofav44367
comp44367_c0_seq2	ofav44367
comp44368_c0_seq5	ofav44368
comp44368_c0_seq10	ofav44368
comp44368_c0_seq11	ofav44368
comp44369_c0_seq1	ofav44369
comp44370_c0_seq1	ofav44370
comp44371_c0_seq1	ofav44371
comp44372_c0_seq1	ofav44372
comp44373_c0_seq1	ofav44373
comp44374_c0_seq1	ofav44374
comp44375_c0_seq1	ofav44375
comp44376_c0_seq1	ofav44376
comp44377_c0_seq1	ofav44377
comp44377_c0_seq2	ofav44377
comp44377_c0_seq3	ofav44377
comp44377_c0_seq4	ofav44377
comp44379_c1_seq2	ofav44379
comp44379_c1_seq3	ofav44379
comp44379_c1_seq4	ofav44379
comp44380_c0_seq1	ofav44380
comp44385_c0_seq1	ofav44385
comp44385_c0_seq2	ofav44385
comp44387_c0_seq1	ofav44387
comp44389_c0_seq1	ofav44389
comp44390_c0_seq1	ofav44390
comp44390_c0_seq2	ofav44390
comp44391_c0_seq1	ofav44391
comp44391_c0_seq2	ofav44391
comp44394_c0_seq1	ofav44394
comp44398_c0_seq1	ofav44398
comp44399_c0_seq2	ofav44399
comp44400_c0_seq2	ofav44400
comp44401_c0_seq2	ofav44401
comp44402_c0_seq1	ofav44402
comp44403_c0_seq1	ofav44403
comp44404_c0_seq1	ofav44404
comp44405_c0_seq2	ofav44405
comp44406_c0_seq1	ofav44406
comp44406_c0_seq2	ofav44406
comp44407_c0_seq1	ofav44407
comp44408_c0_seq1	ofav44408
comp44409_c0_seq1	ofav44409
comp44409_c0_seq2	ofav44409
comp44409_c0_seq3	ofav44409
comp44411_c0_seq1	ofav44411
comp44411_c0_seq2	ofav44411
comp44411_c0_seq3	ofav44411
comp44411_c0_seq4	ofav44411
comp44412_c0_seq1	ofav44412
comp44415_c0_seq1	ofav44415
comp44417_c0_seq1	ofav44417
comp44418_c0_seq1	ofav44418
comp44418_c0_seq2	ofav44418
comp44420_c0_seq1	ofav44420
comp44421_c0_seq1	ofav44421
comp44424_c0_seq1	ofav44424
comp44425_c0_seq1	ofav44425
comp44429_c0_seq1	ofav44429
comp44430_c0_seq1	ofav44430
comp44430_c0_seq2	ofav44430
comp44430_c0_seq3	ofav44430
comp44432_c0_seq2	ofav44432
comp44434_c0_seq1	ofav44434
comp44435_c0_seq1	ofav44435
comp44436_c0_seq1	ofav44436
comp44437_c0_seq1	ofav44437
comp44439_c0_seq1	ofav44439
comp44440_c0_seq1	ofav44440
comp44443_c0_seq1	ofav44443
comp44445_c0_seq1	ofav44445
comp44449_c0_seq2	ofav44449
comp44450_c0_seq1	ofav44450
comp44453_c0_seq2	ofav44453
comp44453_c0_seq3	ofav44453
comp44455_c0_seq1	ofav44455
comp44458_c0_seq1	ofav44458
comp44458_c0_seq2	ofav44458
comp44459_c0_seq1	ofav44459
comp44460_c0_seq1	ofav44460
comp44460_c0_seq2	ofav44460
comp44463_c0_seq1	ofav44463
comp44464_c0_seq1	ofav44464
comp44464_c0_seq2	ofav44464
comp44464_c0_seq3	ofav44464
comp44464_c0_seq4	ofav44464
comp44465_c0_seq1	ofav44465
comp44465_c0_seq2	ofav44465
comp44467_c0_seq1	ofav44467
comp44467_c0_seq2	ofav44467
comp44467_c0_seq3	ofav44467
comp44468_c0_seq1	ofav44468
comp44470_c0_seq2	ofav44470
comp44470_c0_seq5	ofav44470
comp44471_c0_seq1	ofav44471
comp44474_c0_seq1	ofav44474
comp44474_c0_seq2	ofav44474
comp44478_c0_seq1	ofav44478
comp44479_c0_seq1	ofav44479
comp44480_c0_seq1	ofav44480
comp44482_c0_seq1	ofav44482
comp44482_c0_seq3	ofav44482
comp44485_c0_seq1	ofav44485
comp44486_c0_seq1	ofav44486
comp44487_c0_seq1	ofav44487
comp44490_c0_seq1	ofav44490
comp44494_c0_seq1	ofav44494
comp44495_c0_seq1	ofav44495
comp44495_c0_seq2	ofav44495
comp44495_c0_seq3	ofav44495
comp44495_c0_seq4	ofav44495
comp44495_c0_seq5	ofav44495
comp44495_c0_seq6	ofav44495
comp44497_c0_seq1	ofav44497
comp44500_c0_seq1	ofav44500
comp44502_c0_seq2	ofav44502
comp44502_c0_seq3	ofav44502
comp44502_c0_seq5	ofav44502
comp44502_c0_seq6	ofav44502
comp44502_c0_seq7	ofav44502
comp44502_c0_seq8	ofav44502
comp44504_c0_seq1	ofav44504
comp44505_c0_seq1	ofav44505
comp44505_c0_seq2	ofav44505
comp44505_c0_seq3	ofav44505
comp44506_c0_seq1	ofav44506
comp44507_c0_seq1	ofav44507
comp44507_c0_seq2	ofav44507
comp44507_c0_seq4	ofav44507
comp44507_c0_seq5	ofav44507
comp44508_c0_seq1	ofav44508
comp44509_c0_seq1	ofav44509
comp44513_c0_seq1	ofav44513
comp44515_c0_seq1	ofav44515
comp44517_c0_seq1	ofav44517
comp44517_c0_seq3	ofav44517
comp44517_c0_seq4	ofav44517
comp44519_c0_seq1	ofav44519
comp44520_c0_seq1	ofav44520
comp44522_c0_seq1	ofav44522
comp44522_c0_seq2	ofav44522
comp44523_c0_seq3	ofav44523
comp44524_c0_seq1	ofav44524
comp44524_c0_seq2	ofav44524
comp44527_c0_seq1	ofav44527
comp44527_c0_seq2	ofav44527
comp44527_c0_seq3	ofav44527
comp44528_c0_seq1	ofav44528
comp44530_c0_seq1	ofav44530
comp44531_c0_seq1	ofav44531
comp44532_c0_seq2	ofav44532
comp44532_c0_seq3	ofav44532
comp44533_c0_seq1	ofav44533
comp44534_c0_seq1	ofav44534
comp44535_c0_seq1	ofav44535
comp44538_c0_seq1	ofav44538
comp44539_c0_seq1	ofav44539
comp44540_c0_seq1	ofav44540
comp44540_c0_seq2	ofav44540
comp44540_c0_seq3	ofav44540
comp44543_c0_seq1	ofav44543
comp44545_c0_seq1	ofav44545
comp44548_c0_seq1	ofav44548
comp44549_c0_seq1	ofav44549
comp44549_c0_seq2	ofav44549
comp44551_c0_seq1	ofav44551
comp44551_c0_seq2	ofav44551
comp44552_c0_seq1	ofav44552
comp44553_c0_seq1	ofav44553
comp44554_c0_seq1	ofav44554
comp44555_c1_seq1	ofav44555
comp44555_c1_seq2	ofav44555
comp44556_c0_seq1	ofav44556
comp44557_c0_seq1	ofav44557
comp44557_c0_seq2	ofav44557
comp44557_c0_seq3	ofav44557
comp44558_c0_seq1	ofav44558
comp44559_c0_seq1	ofav44559
comp44561_c0_seq1	ofav44561
comp44562_c0_seq1	ofav44562
comp44563_c0_seq1	ofav44563
comp44565_c0_seq1	ofav44565
comp44566_c0_seq1	ofav44566
comp44567_c0_seq1	ofav44567
comp44567_c0_seq2	ofav44567
comp44567_c0_seq3	ofav44567
comp44567_c0_seq4	ofav44567
comp44568_c0_seq1	ofav44568
comp44570_c0_seq1	ofav44570
comp44570_c0_seq2	ofav44570
comp44573_c0_seq1	ofav44573
comp44574_c0_seq1	ofav44574
comp44575_c0_seq1	ofav44575
comp44575_c0_seq2	ofav44575
comp44575_c0_seq3	ofav44575
comp44576_c0_seq1	ofav44576
comp44578_c0_seq1	ofav44578
comp44578_c0_seq2	ofav44578
comp44578_c0_seq3	ofav44578
comp44578_c0_seq4	ofav44578
comp44578_c0_seq5	ofav44578
comp44578_c0_seq6	ofav44578
comp44578_c0_seq7	ofav44578
comp44578_c0_seq8	ofav44578
comp44578_c0_seq9	ofav44578
comp44578_c0_seq10	ofav44578
